market,language,keyword,english,concept,volume,recent,cpc,kd,intent,variant_of
in-en,en,notebooklm desktop app,en,nlm-download,210,210,0.26,,nav,
in-en,en,notebooklm for mac,en,nlm-download,210,210,0,,trans,
in-en,en,notebooklm plus,en,nlm-price,210,110,0.6,52,trans,
in-en,en,privategpt,en,tools,210,140,6.31,6,info,
in-en,en,second brain ai,en,pkm,210,210,0.69,7,info,
in-en,en,best local llm,en,local,170,170,0.14,,info,
in-en,en,notebooklm podcast,en,podcast,170,140,0.48,59,nav,
in-en,en,private gpt,en,tools,170,140,0.28,6,info,
in-en,en,notebooklm limits,en,nlm-price,110,90,1.13,,info,
in-en,en,notebooklm enterprise,en,nlm-switch,90,50,0.66,,nav,
in-en,en,notebooklm vs chatgpt,en,nlm-alternative,90,70,0,,info,
in-en,en,notebooklm windows app,en,nlm-download,90,70,0,,nav,
in-en,en,self hosted llm,en,self-hosted,90,90,2.86,,nav,
in-en,en,notebooklm audio overview,en,podcast,70,70,0.18,,nav,
in-en,en,notes to podcast,en,podcast,70,40,0.67,,info,
in-en,en,self hosted ai,en,self-hosted,70,70,1.32,,comm,
in-en,en,ai without internet,en,offline,50,50,0,,info,
in-en,en,notebooklm open source alternative,en,nlm-switch,50,40,0.47,,nav,
in-en,en,on prem llm,en,on-prem,40,40,1.7,,nav,
in-en,en,tools like notebooklm,en,nlm-alternative,40,30,0.43,,comm,
in-en,en,ai document analysis,en,rag-docs,30,30,0.88,,info,
in-en,en,hipaa compliant ai,en,compliance,30,20,2.54,,nav,
in-en,en,is notebooklm safe,en,nlm-privacy,30,20,0,,info,
in-en,en,notebooklm vs obsidian,en,nlm-alternative,30,30,0,,info,
in-en,en,run llama locally,en,local,30,20,0,,nav,
in-en,en,ai for legal documents,en,legal,20,10,1.13,,comm,
in-en,en,local notebooklm,en,nlm-switch,20,20,0,,nav,
in-en,en,notebooklm offline,en,nlm-switch,20,10,0.72,,nav,
in-en,en,chat with your documents,en,rag-docs,10,10,0,,nav,
in-en,en,chatgpt on premise,en,on-prem,10,10,0,,info,
in-en,en,gdpr compliant ai,en,compliance,10,10,0,,info,
in-en,en,is notebooklm private,en,nlm-privacy,10,10,0,,info,
in-en,en,notebooklm data privacy,en,nlm-privacy,10,10,0,,nav,
in-en,en,notebooklm for business,en,nlm-switch,10,10,2.06,,trans,
in-en,en,notebooklm privacy,en,nlm-privacy,10,10,0,,nav,
it-it,it,notebooklm,en,nlm-head,550000,550000,1.73,32,trans,
it-it,it,ollama,en,tools,22200,22200,1.66,24,info,
it-it,it,lm studio,en,tools,9900,9900,2.67,15,nav,
it-it,it,anythingllm,en,tools,1600,1600,3.03,18,info,
it-it,it,open webui,en,tools,1600,1600,2.33,32,nav,
it-it,it,notebooklm in italiano,,nlm-lang,1300,880,0.91,7,nav,
it-it,it,notebooklm app,en,nlm-download,1000,590,2.35,12,trans,
it-it,it,ai open source,,open-source,720,720,3.42,32,comm,
it-it,it,gpt4all,en,tools,720,390,1.79,14,info,
it-it,it,librechat,en,tools,720,720,2.16,12,nav,
it-it,it,open source ai,en,open-source,720,720,3.42,32,info,ai open source
it-it,it,notebooklm download,en,nlm-download,590,390,1.2,9,trans,
it-it,it,msty,en,tools,480,320,0,13,info,
it-it,it,jan ai,en,tools,390,390,1,9,info,
it-it,it,notebooklm pro,en,nlm-price,390,90,0.66,8,comm,
it-it,it,local ai,en,local,320,320,2.71,28,nav,
it-it,it,notebooklm gratis,,nlm-price,320,260,1.06,7,trans,
it-it,it,notebooklm italiano,,nlm-lang,320,170,2.85,0,nav,
it-it,it,obsidian ai,en,pkm,320,320,1.12,16,info,
it-it,it,open notebook,en,tools,320,320,0,31,info,
it-it,it,ai for pdf,en,rag-docs,260,140,1.47,0,info,
it-it,it,local llm,en,local,260,260,3.38,11,nav,
it-it,it,ia per avvocati,,legal,210,210,7.66,8,comm,
it-it,it,ai offline,,offline,170,170,0.18,0,info,
it-it,it,notebooklm api,en,nlm-other,170,70,0,8,info,
it-it,it,offline ai,en,offline,170,170,0.18,14,info,ai offline
it-it,it,private ai,en,private,170,170,2.67,20,info,
it-it,it,ai podcast generator,en,podcast,140,90,2.33,33,comm,
it-it,it,ia open source,,open-source,140,140,3.36,0,info,
it-it,it,notebooklm plus,en,nlm-price,140,110,2.09,22,trans,
it-it,it,notebooklm podcast,en,podcast,140,70,2.11,0,nav,
it-it,it,notebooklm pricing,en,nlm-price,110,40,0.39,34,comm,
it-it,it,best local llm,en,local,90,90,7.59,,info,
it-it,it,llm locale,,local,90,90,4.21,11,nav,
it-it,it,notebooklm alternatives,en,nlm-alternative,90,90,1.44,0,info,
it-it,it,open source llm,en,open-source,90,90,4.67,36,info,
it-it,it,privategpt,en,tools,90,50,2.24,7,info,
it-it,it,llm in locale,,local,70,70,0,11,nav,
it-it,it,ai knowledge base,en,rag-docs,50,50,34.29,,info,
it-it,it,chat with pdf,en,rag-docs,50,10,1.05,38,info,
it-it,it,ia locale,,local,50,50,0,,info,
it-it,it,local ai models,en,local,50,50,2.65,,comm,
it-it,it,notebooklm enterprise,en,nlm-switch,50,30,3.38,,nav,
it-it,it,notebooklm privacy,en,nlm-privacy,50,30,0,,nav,
it-it,it,second brain ai,en,pkm,50,50,2.35,0,info,
it-it,it,ai for lawyers,en,legal,40,20,9.57,,comm,
it-it,it,alternative a notebooklm,,nlm-alternative,40,20,0,,trans,
it-it,it,ia offline,,offline,40,40,0,,info,
it-it,it,notebooklm limits,en,nlm-price,40,20,0,,info,
it-it,it,run llm locally,en,local,40,40,0.08,,info,
it-it,it,secure ai,en,compliance,40,40,14.88,,comm,
it-it,it,self hosted ai,en,self-hosted,40,40,1.57,,comm,
it-it,it,notebooklm desktop app,en,nlm-download,30,30,5.3,,nav,
it-it,it,notebooklm vs chatgpt,en,nlm-alternative,30,10,0,,info,
it-it,it,generatore podcast ai,,podcast,20,20,0.72,,nav,
it-it,it,notebooklm for mac,en,nlm-download,20,20,0,,trans,
it-it,it,notebooklm for students,en,nlm-switch,20,20,0,,trans,
it-it,it,notebooklm offline,en,nlm-switch,20,10,0,,nav,
it-it,it,notebooklm windows app,en,nlm-download,20,10,0,,nav,
it-it,it,self hosted llm,en,self-hosted,20,10,0,,info,
it-it,it,self-hosted llm,en,self-hosted,20,20,0,,info,self hosted llm
it-it,it,ai document analysis,en,rag-docs,10,10,0,,info,
it-it,it,ai for legal documents,en,legal,10,0,307.53,,comm,
it-it,it,ai research assistant,en,research,10,10,3.77,,info,
it-it,it,chat con pdf,,rag-docs,10,10,0,30,info,
it-it,it,chat with your documents,en,rag-docs,10,0,0,,nav,
it-it,it,local chatgpt,en,local,10,10,0,,info,
it-it,it,notebooklm for business,en,nlm-switch,10,0,0,,trans,
it-it,it,notebooklm vs obsidian,en,nlm-alternative,10,10,0,,info,
it-it,it,offline chatgpt,en,offline,10,10,0,0,info,
it-it,it,open source chatgpt alternative,en,open-source,10,0,0,,comm,
it-it,it,private ai chatbot,en,private,10,10,0,,nav,
it-it,it,eseguire llm in locale,,local,0,0,0,,trans,
jp-ja,ja,notebooklm,en,nlm-head,673000,673000,0.31,34,trans,
jp-ja,ja,ollama,en,tools,49500,49500,2.83,3,info,
jp-ja,ja,lm studio,en,tools,33100,33100,6.94,2,comm,
jp-ja,ja,notebooklm 使い方,,nlm-other,27100,27100,1.17,6,info,
jp-ja,ja,ローカル llm,,local,22200,22200,1.98,0,info,
jp-ja,ja,ローカルllm,,local,22200,22200,2.1,0,nav,ローカル llm
jp-ja,ja,notebooklm 料金,,nlm-price,8100,8100,3.55,3,comm,
jp-ja,ja,open webui,en,tools,5400,5400,16.38,24,nav,
jp-ja,ja,ソブリンai,,sovereign,5400,5400,2.68,0,info,
jp-ja,ja,ローカル ai,,local,5400,5400,1.89,0,info,
jp-ja,ja,ローカルai,,local,5400,5400,1.89,22,info,ローカル ai
jp-ja,ja,anythingllm,en,tools,3600,3600,9.92,0,info,
jp-ja,ja,notebooklm アプリ,,nlm-download,2900,2900,2.32,13,nav,
jp-ja,ja,librechat,en,tools,1900,1900,3.57,1,nav,
jp-ja,ja,local llm,en,local,1900,1900,2.44,0,nav,
jp-ja,ja,notebooklm api,en,nlm-other,1900,1300,8.56,0,info,
jp-ja,ja,notebooklm 無料,,nlm-price,1900,1900,1.8,22,info,
jp-ja,ja,obsidian ai,en,pkm,1600,1600,2.42,0,info,
jp-ja,ja,msty,en,tools,1000,720,5.7,7,info,
jp-ja,ja,notebooklm enterprise,en,nlm-switch,1000,1000,1.94,5,nav,
jp-ja,ja,notebooklm ダウンロード,,nlm-download,1000,1000,2.46,22,nav,
jp-ja,ja,notebooklm 情報漏洩,,nlm-privacy,1000,320,0.02,0,info,
jp-ja,ja,gpt4all,en,tools,880,390,16.01,24,info,
jp-ja,ja,notebooklm mcp,en,nlm-other,880,880,0,0,nav,
jp-ja,ja,notebooklm pro,en,nlm-price,720,320,1.14,1,comm,
jp-ja,ja,notebooklm セキュリティ,,nlm-privacy,720,480,0.03,0,info,
jp-ja,ja,notebooklm plus,en,nlm-price,590,260,2.02,14,trans,
jp-ja,ja,pdf 要約 ai,,rag-docs,590,590,2.1,0,info,
jp-ja,ja,オフラインai,,offline,590,590,2.42,0,info,
jp-ja,ja,オープンソース ai,,open-source,590,590,3.21,2,comm,
jp-ja,ja,生成ai 情報漏洩,,compliance,480,480,2.38,0,info,
jp-ja,ja,sovereign ai,en,sovereign,390,390,4.4,1,info,
jp-ja,ja,生成ai セキュリティ,,compliance,390,320,7.12,0,info,
jp-ja,ja,オープンソース llm,,open-source,320,320,1.13,0,info,
jp-ja,ja,notebooklm ポッドキャスト,,podcast,260,170,1.58,0,nav,
jp-ja,ja,notebooklm 日本語,,nlm-lang,260,140,0.76,7,nav,
jp-ja,ja,onyx ai,en,tools,260,170,0,,info,
jp-ja,ja,オンプレ ai,,on-prem,210,210,3.99,,info,
jp-ja,ja,オンプレミス ai,,on-prem,210,210,4.91,,info,
jp-ja,ja,llm ローカル環境,,local,170,170,0.9,,nav,
jp-ja,ja,ローカルrag,,rag-docs,170,170,5.83,,nav,
jp-ja,ja,open source ai,en,open-source,140,140,3.89,,info,
jp-ja,ja,open source llm,en,open-source,140,140,0,,info,
jp-ja,ja,プライベート llm,,private,110,110,4.16,,info,
jp-ja,ja,notebooklm podcast,en,podcast,90,50,0.79,,nav,
jp-ja,ja,オンプレミス llm,,on-prem,90,90,12.96,,info,
jp-ja,ja,ai ポッドキャスト 生成,,podcast,70,50,2.43,,info,
jp-ja,ja,notebooklm 音声概要,,podcast,70,10,0,2,nav,
jp-ja,ja,第二の脳 ai,,pkm,70,70,0,,info,
jp-ja,ja,private gpt,en,tools,50,30,0,,info,
jp-ja,ja,secure ai,en,compliance,50,50,4.43,,comm,
jp-ja,ja,chat with pdf,en,rag-docs,40,40,1.05,26,info,
jp-ja,ja,notebooklm 企業,,nlm-switch,40,20,3.3,,nav,
jp-ja,ja,ai knowledge base,en,rag-docs,30,30,0,,info,
jp-ja,ja,notebooklm windows app,en,nlm-download,20,10,0,,nav,
kr-ko,ko,노트북lm,,nlm-head,368000,368000,0.75,0,trans,
kr-ko,ko,notebooklm,en,nlm-head,201000,135000,0.71,30,trans,
kr-ko,ko,ollama,en,tools,27100,27100,2.83,18,info,
kr-ko,ko,lm studio,en,tools,9900,9900,1.8,2,nav,
kr-ko,ko,msty,en,tools,6600,3600,2.65,0,info,
kr-ko,ko,소버린 ai,,sovereign,6600,6600,0,0,info,
kr-ko,ko,notebooklm 사용법,,nlm-other,2900,1600,1.67,0,info,
kr-ko,ko,open webui,en,tools,2400,2400,6.63,21,nav,
kr-ko,ko,anythingllm,en,tools,1600,1600,5.4,19,info,
kr-ko,ko,pdf 요약 ai,,rag-docs,1300,260,2.07,0,info,
kr-ko,ko,librechat,en,tools,880,880,4.14,0,nav,
kr-ko,ko,local llm,en,local,720,720,5.78,0,nav,
kr-ko,ko,notebooklm mcp,en,nlm-other,720,480,7.07,1,nav,
kr-ko,ko,sovereign ai,en,sovereign,590,480,6.2,14,info,
kr-ko,ko,notebooklm api,en,nlm-other,480,170,1.24,25,info,
kr-ko,ko,오픈소스 ai,,open-source,480,480,4.61,0,info,
kr-ko,ko,오픈소스 llm,,open-source,390,390,6.98,0,info,
kr-ko,ko,gpt4all,en,tools,320,170,6.43,9,info,
kr-ko,ko,notebooklm 가격,,nlm-price,320,210,3.18,0,trans,
kr-ko,ko,open notebook,en,tools,320,170,20.19,24,info,
kr-ko,ko,local ai,en,local,260,260,7.8,27,nav,
kr-ko,ko,open source llm,en,open-source,260,210,4.63,37,info,
kr-ko,ko,notebooklm 다운로드,,nlm-download,210,170,1.72,0,trans,
kr-ko,ko,오프라인 ai,,offline,210,170,1.7,0,info,
kr-ko,ko,jan ai,en,tools,170,170,2.64,11,info,
kr-ko,ko,obsidian ai,en,pkm,170,170,25.72,10,info,
kr-ko,ko,notebooklm 무료,,nlm-price,140,140,1.72,0,info,
kr-ko,ko,open source ai,en,open-source,140,140,2.45,31,info,
kr-ko,ko,온프레미스 ai,,on-prem,140,140,2.18,0,comm,
kr-ko,ko,notebooklm app,en,nlm-download,90,70,1.21,68,trans,
kr-ko,ko,notebooklm plus,en,nlm-price,90,30,4.65,28,trans,
kr-ko,ko,온프레미스 llm,,on-prem,90,90,3.19,0,nav,
kr-ko,ko,notebooklm enterprise,en,nlm-switch,70,30,16.1,0,nav,
kr-ko,ko,notebooklm pro,en,nlm-price,70,20,0,18,comm,
kr-ko,ko,private ai,en,private,70,70,3.12,24,info,
kr-ko,ko,private llm,en,private,70,50,2.22,5,info,
kr-ko,ko,생성형 ai 보안,,compliance,70,50,3.19,0,info,
kr-ko,ko,on premise ai,en,on-prem,50,50,0,,comm,
kr-ko,ko,privategpt,en,tools,40,30,0,8,info,
kr-ko,ko,secure ai,en,compliance,40,30,0,2,comm,
kr-ko,ko,ai podcast generator,en,podcast,30,10,0.23,,comm,
kr-ko,ko,chat with pdf,en,rag-docs,30,20,3.02,41,info,
kr-ko,ko,notebooklm 한국어,,nlm-lang,30,10,0,0,nav,
kr-ko,ko,ai knowledge base,en,rag-docs,20,20,0,49,info,
kr-ko,ko,notebooklm podcast,en,podcast,20,10,0.55,40,nav,
kr-ko,ko,private gpt,en,tools,20,10,0,8,info,
kr-ko,ko,second brain ai,en,pkm,20,20,126.29,,info,
kr-ko,ko,ai research assistant,en,research,10,10,0,63,info,
kr-ko,ko,air-gapped ai,en,air-gap,10,10,0,,info,
kr-ko,ko,khoj ai,en,tools,10,10,0,,info,
kr-ko,ko,notebooklm privacy,en,nlm-privacy,10,0,0,,nav,
kr-ko,ko,private ai chatbot,en,private,10,10,0,,comm,
kr-ko,ko,private chatgpt,en,private,10,10,0,,nav,
mx-es,es,notebooklm,en,nlm-head,368000,368000,1.08,18,trans,
mx-es,es,ollama,en,tools,12100,12100,1.34,39,info,
mx-es,es,lm studio,en,tools,5400,5400,1.83,13,nav,
mx-es,es,notebooklm gratis,,nlm-price,2900,2900,0.74,18,trans,
mx-es,es,open webui,en,tools,720,720,0.81,27,nav,
mx-es,es,notebooklm en español,,nlm-lang,590,320,0.9,16,nav,
mx-es,es,anythingllm,en,tools,480,480,1.68,35,info,
mx-es,es,ia para abogados,,legal,390,390,1.47,1,info,
mx-es,es,notebooklm app,en,nlm-download,390,320,0.97,27,trans,
mx-es,es,gpt4all,en,tools,260,140,1.13,9,info,
mx-es,es,librechat,en,tools,260,260,1.81,0,nav,
mx-es,es,jan ai,en,tools,210,210,2.12,13,info,
mx-es,es,open source ai,en,open-source,210,210,2.44,33,info,
mx-es,es,ia para documentos,,rag-docs,170,170,1.32,8,info,
mx-es,es,notebooklm descargar,,nlm-download,170,170,1.04,7,trans,
mx-es,es,open notebook,en,tools,170,170,0,72,info,
mx-es,es,chat con pdf,,rag-docs,140,40,0.57,2,info,
mx-es,es,chat with pdf,en,rag-docs,140,70,0.41,40,info,
mx-es,es,local ai,en,local,140,140,1.43,,info,
mx-es,es,notebooklm precio,,nlm-price,140,140,1.64,,comm,
mx-es,es,descargar notebooklm,,nlm-download,110,110,1.07,7,trans,
mx-es,es,local llm,en,local,110,110,1.66,,nav,
mx-es,es,notebooklm pro,en,nlm-price,110,40,1.38,23,comm,
mx-es,es,podcast con ia,,podcast,110,110,0.71,14,info,
mx-es,es,ia open source,,open-source,90,90,1.7,,info,
mx-es,es,ia sin internet,,offline,90,90,0.33,,info,
mx-es,es,notebooklm podcast,en,podcast,90,70,0.61,47,nav,
mx-es,es,obsidian ia,,pkm,90,90,2.64,,info,
mx-es,es,ai podcast generator,en,podcast,70,20,0.9,,comm,
mx-es,es,notebooklm plus,en,nlm-price,70,50,4.75,56,trans,
mx-es,es,llm local,,local,50,50,0.29,,nav,
mx-es,es,notebooklm download,en,nlm-download,50,50,1.18,,trans,
mx-es,es,notebooklm pricing,en,nlm-price,50,40,1.74,,comm,
mx-es,es,open source llm,en,open-source,50,30,1.32,,info,
mx-es,es,ia offline,,offline,30,30,0,,info,
mx-es,es,notebooklm alternatives,en,nlm-alternative,30,20,0,,info,
mx-es,es,ai for lawyers,en,legal,20,20,6.23,,comm,
mx-es,es,generador de podcast ia,,podcast,20,10,0,,nav,
mx-es,es,notebooklm enterprise,en,nlm-switch,20,10,0,,nav,
mx-es,es,secure ai,en,compliance,20,20,42.19,,comm,
mx-es,es,ai document analysis,en,rag-docs,10,10,4.25,,info,
mx-es,es,chat with your documents,en,rag-docs,10,0,0,,nav,
mx-es,es,notebooklm for business,en,nlm-switch,10,0,0,,trans,
mx-es,es,notebooklm for students,en,nlm-switch,10,10,0,,comm,
mx-es,es,notebooklm limits,en,nlm-price,10,10,0,,info,
mx-es,es,notebooklm offline,en,nlm-switch,10,10,0,,nav,
mx-es,es,notebooklm vs chatgpt,en,nlm-alternative,10,10,0,,info,
mx-es,es,notebooklm vs obsidian,en,nlm-alternative,10,10,0,,info,
mx-es,es,second brain ai,en,pkm,10,10,0,,info,
mx-es,es,segundo cerebro ia,,pkm,10,10,0,,info,
mx-es,es,self hosted chatgpt,en,self-hosted,10,0,0,,comm,
nl-nl,nl,notebooklm,en,nlm-head,110000,110000,1.88,29,trans,
nl-nl,nl,ollama,en,tools,14800,14800,2.05,47,info,
nl-nl,nl,lm studio,en,tools,6600,6600,4.36,20,nav,
nl-nl,nl,open webui,en,tools,1600,1600,3.65,24,nav,
nl-nl,nl,anythingllm,en,tools,1000,1000,4.69,29,info,
nl-nl,nl,librechat,en,tools,880,880,2.42,15,nav,
nl-nl,nl,msty,en,tools,720,260,2.78,10,info,
nl-nl,nl,ai podcast generator,en,podcast,480,320,2.12,35,comm,
nl-nl,nl,gpt4all,en,tools,480,260,6.8,14,info,
nl-nl,nl,jan ai,en,tools,390,390,3.2,6,info,
nl-nl,nl,local ai,en,local,390,390,8.55,34,nav,
nl-nl,nl,local llm,en,local,390,390,5.34,29,nav,
nl-nl,nl,notebooklm nederlands,,nlm-lang,390,90,4.93,6,nav,
nl-nl,nl,obsidian ai,en,pkm,320,320,4.32,16,info,
nl-nl,nl,open source ai,en,open-source,320,320,4.07,41,info,
nl-nl,nl,notebooklm app,en,nlm-download,210,210,4.07,21,trans,
nl-nl,nl,open notebook,en,tools,210,170,0,51,nav,
nl-nl,nl,open source llm,en,open-source,170,140,3.52,37,info,
nl-nl,nl,private ai,en,private,170,170,2.17,27,info,
nl-nl,nl,best local llm,en,local,140,140,0.03,17,info,
nl-nl,nl,local ai models,en,local,140,140,8.2,27,comm,
nl-nl,nl,notebooklm api,en,nlm-other,140,110,15.84,19,info,
nl-nl,nl,ai for pdf,en,rag-docs,110,40,3.02,48,info,
nl-nl,nl,notebooklm podcast,en,podcast,110,40,3.22,0,nav,
nl-nl,nl,ai offline,,offline,90,90,1.76,3,info,
nl-nl,nl,is notebooklm free,en,nlm-price,90,40,0,32,info,
nl-nl,nl,notebooklm pro,en,nlm-price,90,30,0,24,comm,
nl-nl,nl,offline ai,en,offline,90,70,0,32,info,ai offline
nl-nl,nl,onyx ai,en,tools,90,90,0,17,trans,
nl-nl,nl,privategpt,en,tools,90,50,0,7,info,
nl-nl,nl,run llm locally,en,local,90,70,5.47,30,info,
nl-nl,nl,chat with pdf,en,rag-docs,70,40,0.67,45,info,
nl-nl,nl,ai knowledge base,en,rag-docs,50,50,55.24,,info,
nl-nl,nl,ai voor advocaten,,legal,50,50,15.25,0,comm,
nl-nl,nl,notebooklm gratis,,nlm-price,50,50,1.49,,trans,
nl-nl,nl,private gpt,en,tools,50,20,0,6,info,
nl-nl,nl,private llm,en,private,50,50,3.81,18,info,
nl-nl,nl,second brain ai,en,pkm,50,50,0,,info,
nl-nl,nl,ai en avg,,compliance,40,20,8.56,,info,
nl-nl,nl,ai for lawyers,en,legal,40,40,27.66,27,comm,
nl-nl,nl,lokale ai,,local,40,40,7.46,0,info,
nl-nl,nl,notebooklm plus,en,nlm-price,40,10,0,27,trans,
nl-nl,nl,private ai chatbot,en,private,40,40,2.6,,comm,
nl-nl,nl,notebooklm limits,en,nlm-price,30,20,0,,info,
nl-nl,nl,notebooklm privacy,en,nlm-privacy,30,10,0,,nav,
nl-nl,nl,notebooklm vs chatgpt,en,nlm-alternative,30,10,0,,info,
nl-nl,nl,ai research assistant,en,research,20,10,9.1,,info,
nl-nl,nl,avg ai,,compliance,20,20,14.56,,info,
nl-nl,nl,notebooklm desktop app,en,nlm-download,20,20,0,,nav,
nl-nl,nl,notebooklm enterprise,en,nlm-switch,20,20,0,,nav,
nl-nl,nl,notebooklm for mac,en,nlm-download,20,20,0,,trans,
nl-nl,nl,notebooklm windows app,en,nlm-download,20,10,0,,nav,
nl-nl,nl,offline chatgpt,en,offline,20,10,0,19,info,
nl-nl,nl,on premise ai,en,on-prem,20,10,14.37,,comm,
nl-nl,nl,ai avg,,compliance,10,10,0,,info,
nl-nl,nl,ai document analysis,en,rag-docs,10,10,2.74,,info,
nl-nl,nl,ai for legal documents,en,legal,10,0,0,,comm,
nl-nl,nl,air-gapped ai,en,air-gap,10,10,0,,info,
nl-nl,nl,is notebooklm private,en,nlm-privacy,10,10,0,,info,
nl-nl,nl,local chatgpt,en,local,10,10,0,,info,
nl-nl,nl,notebooklm downloaden,,nlm-download,10,10,0,,trans,
nl-nl,nl,notebooklm for students,en,nlm-switch,10,10,0,,trans,
nl-nl,nl,notebooklm mac app,en,nlm-download,10,10,0,,nav,
nl-nl,nl,notebooklm offline,en,nlm-switch,10,10,0,,nav,
nl-nl,nl,notes to podcast,en,podcast,10,10,1.27,,info,
nl-nl,nl,on prem llm,en,on-prem,10,10,0,,nav,
nl-nl,nl,open source chatgpt alternative,en,open-source,10,10,0,,comm,
nl-nl,nl,private chatgpt,en,private,10,10,0,,nav,
nl-nl,nl,run llama locally,en,local,10,10,0,,nav,
nl-nl,nl,veilige ai,,compliance,10,10,3.45,,info,
nl-nl,nl,alternatief voor notebooklm,,nlm-alternative,0,0,0,,comm,
nz-en,en,notebooklm,en,nlm-head,18100,18100,3.59,50,trans,
nz-en,en,open source ai,en,open-source,110,110,1.67,52,info,
nz-en,en,ai podcast generator,en,podcast,90,70,2.08,24,comm,
nz-en,en,local llm,en,local,90,90,0,,nav,
nz-en,en,obsidian ai,en,pkm,90,90,2.11,,info,
nz-en,en,jan ai,en,tools,70,70,1.1,,info,
nz-en,en,local ai,en,local,70,70,6.3,,nav,
nz-en,en,notebooklm app,en,nlm-download,70,50,0.35,,trans,
nz-en,en,is notebooklm free,en,nlm-price,50,40,0,,info,
nz-en,en,ai research assistant,en,research,30,30,5.26,,info,
nz-en,en,open source llm,en,open-source,30,30,0,,info,
nz-en,en,ai for lawyers,en,legal,20,20,7.65,21,comm,
nz-en,en,chat with pdf,en,rag-docs,20,10,0.66,19,info,
nz-en,en,notebooklm api,en,nlm-other,20,10,0,,info,
nz-en,en,notebooklm download,en,nlm-download,20,20,0,,trans,
nz-en,en,ai knowledge base,en,rag-docs,10,10,25.05,,info,
nz-en,en,notebooklm alternatives,en,nlm-alternative,10,10,3.47,,info,
nz-en,en,notebooklm for students,en,nlm-switch,10,10,0,,trans,
nz-en,en,notebooklm for windows,en,nlm-download,10,10,0,,trans,
nz-en,en,notebooklm plus,en,nlm-price,10,10,0,,trans,
nz-en,en,notebooklm podcast,en,podcast,10,10,0,35,nav,
nz-en,en,open source notebooklm,en,nlm-switch,10,10,0,,nav,
ph-en,en,notebooklm,en,nlm-head,165000,165000,0.99,66,trans,
ph-en,en,open notebook,en,tools,720,720,0.4,36,info,
ph-en,en,ai research assistant,en,research,590,590,1.22,61,info,
ph-en,en,notebooklm app,en,nlm-download,480,480,0.96,48,trans,
ph-en,en,is notebooklm free,en,nlm-price,390,390,0,44,info,
ph-en,en,open source ai,en,open-source,320,320,1.01,61,info,
ph-en,en,ai podcast generator,en,podcast,260,170,0.37,,comm,
ph-en,en,jan ai,en,tools,260,260,0.49,,info,
ph-en,en,obsidian ai,en,pkm,260,260,3.42,,info,
ph-en,en,notebooklm download,en,nlm-download,170,170,0.51,,trans,
ph-en,en,ai for lawyers,en,legal,140,140,1.76,40,comm,
ph-en,en,chat with pdf,en,rag-docs,140,40,0.14,31,info,
ph-en,en,notebooklm plus,en,nlm-price,70,70,1.98,,trans,
ph-en,en,notebooklm podcast,en,podcast,70,50,0.75,45,nav,
ph-en,en,notebooklm for windows,en,nlm-download,50,50,0.07,,trans,
ph-en,en,onyx ai,en,tools,50,50,1.95,,nav,
ph-en,en,notebooklm api,en,nlm-other,40,40,0,,info,
ph-en,en,best local llm,en,local,30,30,0.05,,info,
ph-en,en,notebooklm for mac,en,nlm-download,20,20,0,,trans,
ph-en,en,ai document analysis,en,rag-docs,10,10,0,,info,
ph-en,en,ai for legal documents,en,legal,10,10,3.63,,comm,
ph-en,en,second brain ai,en,pkm,10,10,0,,info,
pl-pl,pl,notebooklm,en,nlm-head,90500,49500,1.11,12,trans,
pl-pl,pl,ollama,en,tools,14800,14800,0.91,39,info,
pl-pl,pl,lm studio,en,tools,9900,9900,2.76,30,nav,
pl-pl,pl,open webui,en,tools,1900,1900,1.57,31,nav,
pl-pl,pl,anythingllm,en,tools,1300,1300,2.12,32,info,
pl-pl,pl,librechat,en,tools,720,720,0.9,19,nav,
pl-pl,pl,ai dla prawników,,legal,590,590,3.95,3,comm,
pl-pl,pl,gpt4all,en,tools,480,210,1.57,17,info,
pl-pl,pl,jan ai,en,tools,480,480,2,0,info,
pl-pl,pl,local llm,en,local,390,390,3.44,28,nav,
pl-pl,pl,msty,en,tools,390,260,0,22,info,
pl-pl,pl,ai open source,,open-source,320,320,1.98,53,comm,
pl-pl,pl,open source ai,en,open-source,320,320,1.98,53,info,ai open source
pl-pl,pl,open notebook,en,tools,210,210,0,,info,
pl-pl,pl,ai offline,,offline,170,170,1.65,,info,
pl-pl,pl,notebooklm cena,,nlm-price,170,70,0,,comm,
pl-pl,pl,notebooklm po polsku,,nlm-lang,170,170,0.8,,nav,
pl-pl,pl,offline ai,en,offline,170,170,1.65,,info,ai offline
pl-pl,pl,ai podcast generator,en,podcast,110,50,1.91,32,comm,
pl-pl,pl,local ai models,en,local,110,110,3.35,,comm,
pl-pl,pl,notebooklm app,en,nlm-download,90,70,0,39,trans,
pl-pl,pl,notebooklm download,en,nlm-download,90,90,2.28,,trans,
pl-pl,pl,ai knowledge base,en,rag-docs,50,30,8.69,,info,
pl-pl,pl,notebooklm plus,en,nlm-price,50,20,0,43,trans,
pl-pl,pl,privategpt,en,tools,50,20,1.21,27,info,
pl-pl,pl,notebooklm enterprise,en,nlm-switch,40,40,0,,nav,
pl-pl,pl,notebooklm podcast,en,podcast,40,30,2.27,,nav,
pl-pl,pl,second brain ai,en,pkm,40,40,4.14,,info,
